Iteration,Type,Model,MAPE,MPE,MSE,MAPE Low,MPE Low,MSE Low,MAPE High,MPE High,MSE High,MAPE Close,MPE Close,MSE Close,Accuracy,Accuracy Low,Accuracy High,Accuracy Close,Date,Activation,Batch Size,Dropout,Batchnorm,Batchnorm Order,Learning Rate,Sparse
31,clas,best,,,,,,,,,,,,,0.90545,0.9143947043644115,0.8982592225128528,0.9205308114704088,08/08/2019 02:26,lrelu,32,False,False,before,0.000100,False
20,reg,best,1.196212257236425,-0.08555284782821856,0.1481607332411656,1.395626557722006,-0.1325037713850747,0.07020682481037259,1.0481543491742085,-0.050693484650702614,0.20603869173979067,0.6599538745410013,-0.2777675381324649,0.03538712762141156,,,,,07/08/2019 23:20,relu,128,False,False,before,0.000200,False
9,reg,best,1.2100184579891953,0.12385678038564002,0.15087033945379372,1.4173843227477319,0.23150002059828617,0.07133914635738653,1.056056800952059,0.04393556649017297,0.20991937478813608,0.6345380074952237,0.038713274096573366,0.03409433001001833,,,,,05/08/2019 10:24,relu,128,False,False,before,0.000100,False
11,reg,best,1.253081536454622,0.0027430909268959325,0.16573663566831462,1.4502958950351552,-0.007209224228637197,0.07609226159173928,1.1066570057155294,0.010132325092730873,0.23229434222699863,0.6533179936733922,-0.04430576883776206,0.03504883259631618,,,,,05/08/2019 14:07,relu,128,False,False,before,0.000010,False
27,clas,best,,,,,,,,,,,,,0.9179,0.9377314035678223,0.9019572472264815,0.9528676021964613,07/08/2019 17:07,relu,16,False,False,before,0.000100,False
16,clas,best,,,,,,,,,,,,,0.92225,0.944238752384158,0.9045729232434383,0.946613788895668,05/08/2019 16:40,relu,128,False,False,before,0.000005,False
29,clas,best,,,,,,,,,,,,,0.92155,0.9377314035678223,0.9085415351312348,0.9370042708968883,07/08/2019 22:13,relu,64,False,False,before,0.000100,False
13,clas,best,,,,,,,,,,,,,0.9272,0.9465948614383485,0.9116081897718048,0.949359365466748,05/08/2019 10:22,relu,128,False,False,before,0.000100,False
15,clas,best,,,,,,,,,,,,,0.922,0.94693144844609,0.9019572472264815,0.946613788895668,05/08/2019 14:34,relu,128,False,False,before,0.000010,False
21,reg,best,1.893019638436267,-0.27162664786350554,0.2914577554382168,2.6482676164405357,-1.5019832242999398,0.24052136753436631,1.3322753216082153,0.6418686252146696,0.3292761817944297,0.9707607034050192,-0.3750600343463579,0.0769694104662791,,,,,08/08/2019 01:16,lrelu,32,False,False,before,0.000200,False
28,clas,best,,,,,,,,,,,,,0.9205,0.9436777740379222,0.9018670515017588,0.9421903599755949,07/08/2019 20:03,relu,32,False,False,before,0.000100,False
5,clas,final,,,,,,,,,,,,,0.113,0.0,0.20384233787318481,0.0,05/08/2019 10:20,relu,128,False,False,before,0.005000,False
8,clas,final,,,,,,,,,,,,,0.90305,0.9347021204981488,0.8776044015513664,0.9386821232458816,05/08/2019 15:16,relu,128,False,False,before,0.000200,False
33,clas,best,,,,,,,,,,,,,0.9181,0.9358240771906204,0.903851357445657,0.9478340451494814,07/08/2019 19:07,relu,128,True,False,before,0.000100,False
2,reg,final,1.2205047780742182,-0.037786395512328985,0.1547341350183086,1.4321836436149418,0.036969286797459255,0.07389885006876629,1.0633408738977024,-0.0932897867515706,0.2147514114026961,0.6260095664968518,-0.01403292727293185,0.032212536197670644,,,,,05/08/2019 11:41,relu,128,False,False,before,0.001000,False
6,clas,final,,,,,,,,,,,,,0.1082,0.0,0.19518354829981058,0.0,05/08/2019 11:26,relu,128,False,False,before,0.001000,False
14,clas,final,,,,,,,,,,,,,0.92455,0.9481656008078089,0.9055650762153874,0.9470713849908481,05/08/2019 12:27,relu,128,False,False,before,0.000050,False
10,reg,final,1.216470436005551,0.17189243871636853,0.1544981648557638,1.4082054398004646,0.184000997757755,0.07095394102850947,1.0741141280825452,0.1629022714267104,0.21652673041212045,0.6276856216263017,0.12427376403080476,0.03256754941024273,,,,,05/08/2019 12:30,relu,128,False,False,before,0.000050,False
12,reg,final,1.2877270300515828,0.10738817343946057,0.1758383123531089,1.491323072069139,0.15021529485411567,0.07982430960159366,1.136564330097443,0.07559058425182416,0.2471252379018467,0.6651545259723883,0.07040733491109193,0.036280901234443615,,,,,05/08/2019 15:44,relu,128,False,False,before,0.000005,False
9,reg,final,1.1967408748044175,0.052366963312701964,0.15078626038590853,1.380328485010863,0.04763817718881857,0.06852809115395153,1.0604337120426708,0.055877916035104315,0.21185997690400726,0.6083469004568822,0.024540380824588856,0.030830226687076363,,,,,05/08/2019 10:24,relu,128,False,False,before,0.000100,False
11,reg,final,1.2565797683348905,0.05584292194100249,0.16678137570847443,1.4500092173666423,-0.05679488005491492,0.07631294893937547,1.1129653960881063,0.13947241737654945,0.23395091159680526,0.6526735683295587,0.012651742039537384,0.03510764411221373,,,,,05/08/2019 14:07,relu,128,False,False,before,0.000010,False
43,reg,best,1.7418883874352247,0.5108177607197667,0.24747089079451656,2.4418031292327296,1.6731160302361627,0.1995357679410363,1.2222269978553035,-0.35214668019491563,0.28306098636494326,0.8451205730484959,-0.18819533315528136,0.05695146724930475,,,,,12/08/2019 17:51,relu,128,False,True,after,0.000200,True
44,clas,best,,,,,,,,,,,,,0.91675,0.9366094468753506,0.900784702805087,0.9338010982306284,12/08/2019 13:45,relu,16,False,False,before,0.000100,False
15,clas,final,,,,,,,,,,,,,0.9215,0.9389655559295411,0.907459186434563,0.9461561928004881,05/08/2019 14:34,relu,128,False,False,before,0.000010,False
1,reg,final,34.98134131637101,6.804832201185277,78.52141888109718,49.01431326437222,49.01431326437222,58.620251409691505,24.562367022864624,-24.53418135696764,93.29731617952191,6.12112170317429,2.0021521421295874,2.5022580661720157,,,,,05/08/2019 10:26,relu,128,False,False,before,0.005000,False
3,reg,final,1.230435404957389,0.10545474729432235,0.16765656627974082,1.4043245642639697,0.16077685897320967,0.07027164471545895,1.1013289913303914,0.06438007960592039,0.23996134947984624,0.6205204402925641,0.10498396869230954,0.031691167865715714,,,,,05/08/2019 13:42,relu,128,False,False,before,0.000500,False
4,reg,final,1.2021172995919096,-0.041412920085209665,0.1505626336936298,1.3947497213385818,0.12240798735146587,0.06958757624042293,1.0590946912868795,-0.1630440207277736,0.21068368610835617,0.6255513846153703,-0.16809756571564782,0.03206105912023496,,,,,05/08/2019 15:48,relu,128,False,False,before,0.000200,False
34,clas,best,,,,,,,,,,,,,0.8895,0.9344777291596544,0.8533417516009741,0.9270896888346553,07/08/2019 21:20,relu,128,False,True,before,0.000100,False
37,reg,best,1.2423838838753791,-0.06056364571338719,0.15519094061496405,1.462404060483861,0.039881430671980786,0.07703886596428959,1.0790268578205364,-0.13514048322480954,0.21321603036692846,0.7123081805144069,-0.3809608801687056,0.04065605254002769,,,,,12/08/2019 15:55,relu,32,False,False,before,0.000200,False
7,clas,final,,,,,,,,,,,,,0.1082,0.0,0.19518354829981058,0.0,05/08/2019 13:15,relu,128,False,False,before,0.000500,False
16,clas,final,,,,,,,,,,,,,0.92035,0.9463704700998542,0.8994317669342473,0.9434106162294081,05/08/2019 16:40,relu,128,False,False,before,0.000005,False
48,clas,best,,,,,,,,,,,,,0.9178,0.9362728598676091,0.9029494001984306,0.952562538133008,12/08/2019 13:46,relu,256,False,False,before,0.000100,False
45,clas,best,,,,,,,,,,,,,0.9193,0.9446875350611467,0.8988905925859114,0.9533251982916412,12/08/2019 16:51,relu,32,False,False,before,0.000100,False
39,reg,best,1.1913264218912585,-0.03984994959279249,0.1492618165698468,1.3862729252145911,0.004275416358312085,0.06935792181251121,1.04658569168378,-0.0726114384092512,0.20858756941198076,0.6078272474650396,-0.017857719199900722,0.030427849386783615,,,,,12/08/2019 20:07,relu,128,False,False,before,0.000200,False
46,clas,best,,,,,,,,,,,,,0.91815,0.937507012229328,0.90258861729954,0.9383770591824283,12/08/2019 18:54,relu,64,False,False,before,0.000100,False
13,clas,final,,,,,,,,,,,,,0.9268,0.9485021878155503,0.9093532966537387,0.9501220256253813,05/08/2019 10:22,relu,128,False,False,before,0.000100,False
35,clas,best,,,,,,,,,,,,,0.8936,0.9335801638056771,0.8614593668260124,0.9031421598535693,07/08/2019 23:08,relu,128,False,True,after,0.000100,False
36,reg,best,1.2855315154612108,0.1596648923443822,0.1666457163683631,1.5300434353088412,0.39671904542235475,0.08293894524139656,1.1039902555778245,-0.016339245356478703,0.22879496741767566,0.6627814136643551,0.11738979489770761,0.03592535535442684,,,,,12/08/2019 13:42,relu,16,False,False,before,0.000200,False
38,reg,best,1.2217479632641068,-0.002934553902584522,0.15139071093121395,1.4382416922076595,0.17518216992598545,0.07367526933642796,1.061009197097792,-0.13517978133480904,0.20909161642614044,0.6497296977207896,-0.23428573558672852,0.03460434005172965,,,,,12/08/2019 18:12,relu,64,False,False,before,0.000200,False
47,clas,best,,,,,,,,,,,,,0.92175,0.9406484909682487,0.9065572291873365,0.9408175716900549,12/08/2019 20:43,relu,128,False,False,before,0.000100,False
40,reg,best,1.2245185351633727,0.14217680657204998,0.15425406915500348,1.4359266554889223,0.38641986758038244,0.07371214168371094,1.0675556495200265,-0.03916483534405122,0.21405353821846007,0.6574451269139893,0.26138696808615236,0.03560189326679258,,,,,12/08/2019 18:49,relu,256,False,False,before,0.000200,False
41,reg,best,1.2167405715850308,0.16822850986756058,0.15109179199506803,1.4264583836333422,0.20659400541992431,0.07198600958281104,1.0610326787225364,0.13974351656757417,0.2098249752776307,0.6504131466436158,-0.013922673181854375,0.03490541385462901,,,,,12/08/2019 15:07,relu,128,True,False,before,0.000200,False
42,reg,best,1.241628795162079,-0.15096334777370402,0.16073335660155816,1.4502105247435009,-0.18687837119961442,0.07665527055682392,1.086764402454911,-0.12429774142803328,0.22315829555200464,0.6534309572434316,-0.16973102525733888,0.03472951355275326,,,,,12/08/2019 17:19,relu,128,False,False,after,0.000200,True
50,clas,best,,,,,,,,,,,,,0.9228,0.9468192527768429,0.9034905745467665,0.9473764490543014,12/08/2019 18:00,relu,128,False,False,after,0.000100,True
49,clas,best,,,,,,,,,,,,,0.92245,0.9452485134073825,0.904121944619825,0.950274557657108,12/08/2019 15:47,relu,128,True,False,before,0.000100,False
51,clas,best,,,,,,,,,,,,,0.87105,0.8689554583193089,0.8727338324163435,0.888346552776083,12/08/2019 18:32,relu,128,False,True,after,0.000100,True
52,reg,best,1.2305980263251146,-0.006947440200429648,0.15895000971887208,1.4327279324455138,0.09596606162791521,0.07399046775582858,1.0805238792648217,-0.08335699435456408,0.2220293978186331,0.6328753436038016,-0.00698347644884901,0.03298897841912512,,,,,12/08/2019 18:50,relu,128,False,False,after,0.000200,True
44,clas,final,,,,,,,,,,,,,0.9087,0.9389655559295411,0.8843690809055651,0.9406650396583283,12/08/2019 13:45,relu,16,False,False,before,0.000100,False
43,reg,final,1.7418883874352247,0.5108177607197667,0.24747089079451656,2.4418031292327296,1.6731160302361627,0.1995357679410363,1.2222269978553035,-0.35214668019491563,0.28306098636494326,0.8451205730484959,-0.18819533315528136,0.05695146724930475,,,,,12/08/2019 17:51,relu,128,False,True,after,0.000200,True
37,reg,final,1.2742003070486512,0.09414831162301993,0.18338921193762686,1.428013037016247,0.08988776804106485,0.07290539760643897,1.1599999163199661,0.09731161118787629,0.265419449411959,0.6445680499359299,0.06827678891071727,0.034401057833466725,,,,,12/08/2019 15:55,relu,32,False,False,before,0.000200,False
48,clas,final,,,,,,,,,,,,,0.9191,0.9468192527768429,0.8968160909172905,0.951189749847468,12/08/2019 13:46,relu,256,False,False,before,0.000100,False
39,reg,final,1.19710791573067,-0.06436781223527467,0.1509624618600447,1.3884748305714372,0.015470871487292833,0.06871839743748244,1.0550249005474488,-0.12364514824187167,0.2120257060671431,0.6255127017366915,-0.19105073460206465,0.032057808014532896,,,,,12/08/2019 20:07,relu,128,False,False,before,0.000200,False
38,reg,final,1.2046860044087477,0.15744539578863603,0.15353069643923592,1.3891322028551079,0.1512427341805539,0.06921257886321151,1.0677413709220882,0.16205064776843006,0.21613385012305542,0.6154542021925661,0.05627573199201674,0.03131348544249844,,,,,12/08/2019 18:12,relu,64,False,False,before,0.000200,False
46,clas,final,,,,,,,,,,,,,0.91115,0.9345899248289016,0.8923063046811581,0.937156802928615,12/08/2019 18:54,relu,64,False,False,before,0.000100,False
36,reg,final,1.299339311183746,0.019386694013943225,0.1943913315452379,1.4277876612823734,0.1994684547423791,0.0725522737007753,1.2039710554300862,-0.11431750226831242,0.2848524267665753,0.6427674582995855,0.009819518859862982,0.03425586390587951,,,,,12/08/2019 13:42,relu,16,False,False,before,0.000200,False
41,reg,final,1.4480740270099173,0.8380236102572374,0.21064153642887568,1.514567327833773,0.6120903498416693,0.08009886795332216,1.398705155288285,1.0057708872446456,0.30756474785496607,0.8572434394830366,0.6648146466463839,0.061090604491757565,,,,,12/08/2019 15:07,relu,128,True,False,before,0.000200,False
45,clas,final,,,,,,,,,,,,,0.91205,0.9425558173454505,0.8875259312708578,0.9469188529591214,12/08/2019 16:51,relu,32,False,False,before,0.000100,False
40,reg,final,1.3251947635526813,0.535433845966869,0.1977168743672503,1.3947874265214317,0.10952213756835968,0.07042720410767399,1.2735247274993886,0.8516578901358963,0.2922248522337871,0.7201539587661666,0.33714641891543534,0.04515537707912241,,,,,12/08/2019 18:49,relu,256,False,False,before,0.000200,False
47,clas,final,,,,,,,,,,,,,0.9198,0.9413216649837316,0.9024984215748173,0.9476815131177547,12/08/2019 20:43,relu,128,False,False,before,0.000100,False
42,reg,final,1.241628795162079,-0.15096334777370402,0.16073335660155816,1.4502105247435009,-0.18687837119961442,0.07665527055682392,1.086764402454911,-0.12429774142803328,0.22315829555200464,0.6534309572434316,-0.16973102525733888,0.03472951355275326,,,,,12/08/2019 17:19,relu,128,False,False,after,0.000200,True
50,clas,final,,,,,,,,,,,,,0.9228,0.9468192527768429,0.9034905745467665,0.9473764490543014,12/08/2019 18:00,relu,128,False,False,after,0.000100,True
49,clas,final,,,,,,,,,,,,,0.91965,0.9437899697071693,0.9002435284567512,0.9534777303233679,12/08/2019 15:47,relu,128,True,False,before,0.000100,False
51,clas,final,,,,,,,,,,,,,0.80335,0.9396387299450242,0.6937855145666095,0.8891092129347163,12/08/2019 18:32,relu,128,False,True,after,0.000100,True
52,reg,final,1.2305979671556133,-0.0069458724343446155,0.1589499754096341,1.4327279160930704,0.09596663048246025,0.07399046411750003,1.080523788305203,-0.08335468493277735,0.22202934073735375,0.6328752712778465,-0.006982383744906937,0.0329889823491397,,,,,12/08/2019 18:50,relu,128,False,False,after,0.000200,True
